避難場所_施設名称,地方公共団体コード,都道府県,指定市区町村名,所在地住所,緯度,経度,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
第三日野小学校,131091,東京都,品川区,東京都品川区上大崎1-19-19,35.632801,139.723819,1,1,0,0,0,0,0,0,1,1,0,1,
御殿山小学校,131091,東京都,品川区,東京都品川区北品川5-2-6,35.623258,139.732299,1,1,0,0,0,0,0,0,1,1,1,1,
芳水小学校,131091,東京都,品川区,東京都品川区大崎3-12-22,35.619203,139.724769,1,0,0,0,0,0,0,0,1,1,1,1,
第四日野小学校,131091,東京都,品川区,東京都品川区西五反田4-29-9,35.62563,139.712364,1,0,0,0,0,0,0,0,0,0,0,0,
第一日野小学校,131091,東京都,品川区,東京都品川区西五反田6-5-32,35.622169,139.716098,1,0,0,0,0,0,0,0,1,1,0,1,
新南大井ビル,131091,東京都,品川区,東京都品川区南大井1-13-4,35.59497,139.736901,0,0,0,0,1,0,0,0,0,0,0,0,
第一ホテル東京シーフォート,131091,東京都,品川区,東京都品川区東品川2-3-14,35.624369,139.751303,0,0,0,0,1,0,0,0,1,0,0,0,
リバーサイドマンションＡ棟・Ｂ棟,131091,東京都,品川区,東京都品川区東大井2-17-14,35.599644,139.741182,0,0,0,0,1,0,0,0,0,0,0,0,
第三東個マンション,131091,東京都,品川区,東京都品川区南大井1-17-6,35.593997,139.738824,0,0,0,0,1,0,0,0,0,0,0,0,
東大井スカイハイツ,131091,東京都,品川区,東京都品川区東大井2-13-10,35.600893,139.739686,0,0,0,0,1,0,0,0,0,0,0,0,
ステーションプラザ立会川,131091,東京都,品川区,東京都品川区東大井2-23-4,35.598559,139.738554,0,0,0,0,1,0,0,0,0,0,0,0,
サンライフ東品川,131091,東京都,品川区,東京都品川区東品川1-28-11,35.620005,139.744965,0,0,0,0,1,0,0,0,0,0,0,0,
ニックハイム北品川,131091,東京都,品川区,東京都品川区北品川1-22-17,35.622083,139.74056,0,0,0,0,1,0,0,0,0,0,0,0,
㈱コナミスポーツ＆ライフ,131091,東京都,品川区,東京都品川区東品川4-10-1,35.607945,139.74587,0,0,0,0,1,0,0,0,1,0,0,0,
來福寺,131091,東京都,品川区,東京都品川区東大井3-13-1,35.601805,139.737672,0,0,0,0,1,0,0,0,0,0,0,0,
アイルサイドテラス,131091,東京都,品川区,東京都品川区東品川1-32-3,35.620055,139.746163,0,0,0,0,1,0,0,0,0,0,0,0,
六行会総合ビル,131091,東京都,品川区,東京都品川区北品川2-32-3,35.617049,139.742795,0,0,0,0,1,0,0,0,1,0,0,0,
前田道路㈱品川営業所,131091,東京都,品川区,東京都品川区勝島1-3-20,35.598331,139.744164,0,0,0,0,1,0,0,0,0,0,0,0,
立会小学校,131091,東京都,品川区,東京都品川区東大井4-15-9,35.604478,139.739689,0,0,1,0,0,0,0,0,0,1,0,1,
上大崎シルバーセンター,130001,東京都,区市町村,東京都品川区上大崎,35.6346,139.72205,0,1,0,0,0,0,0,0,1,1,1,1,
高輪三丁目・四丁目・御殿山地区,130001,東京都,,東京都港区高輪、品川区北品川,35.63062116,139.7351626,0,0,0,0,0,1,0,0,0,0,0,0,
自然教育園・聖心女子学院一帯,130001,東京都,,東京都港区白金、白金台、品川区上大崎,35.63852886,139.7195746,0,0,0,0,0,1,0,0,0,0,0,0,
ＪＲアパート・品川区役所一帯,130001,東京都,,東京都品川区広町,35.60869655,139.7323917,0,0,0,0,0,1,0,0,0,0,0,0,
大井ふ頭一帯,130001,東京都,,東京都品川区八潮、大田区城南島、東海,35.58100789,139.778422,0,0,0,0,0,1,0,0,0,0,0,0,
大井競馬場・しながわ区民公園,130001,東京都,,東京都品川区勝島,35.59263232,139.7418696,0,0,0,0,0,1,0,0,0,0,0,0,
林試の森公園,130001,東京都,,東京都品川区小山台、目黒区下目黒,35.62532686,139.7017717,0,0,0,0,0,1,0,0,0,0,0,0,
戸越公園一帯,130001,東京都,,東京都品川区豊町,35.61067389,139.7214598,0,0,0,0,0,1,0,0,0,0,0,0,
天王洲アイル周辺,130001,東京都,,東京都品川区東品川,35.61600299,139.7492663,0,0,0,0,0,1,0,0,0,0,0,0,
大崎駅西口地区一帯,130001,東京都,,東京都品川区大崎,35.617599,139.728031,0,0,0,0,0,1,0,0,0,0,0,0,
都立国際高等学校,131105,東京都,目黒区,東京都目黒区駒場2-19-59,35.659294,139.678892,0,0,0,1,0,0,0,0,1,1,0,1,
駒場小学校,131105,東京都,目黒区,東京都目黒区駒場3-11-13,35.659817,139.682075,1,1,0,1,0,0,1,0,0,0,0,1,手摺
第一中学校,131105,東京都,目黒区,東京都目黒区大橋2-11-1,35.654632,139.686429,1,1,0,1,0,0,1,0,0,1,0,0,
都立駒場高等学校,131105,東京都,目黒区,東京都目黒区大橋2-18-1,35.654988,139.685451,0,0,0,1,0,0,0,0,1,1,0,1,自動ドア
菅刈小学校,131105,東京都,目黒区,東京都目黒区青葉台3-3-26,35.651507,139.692404,1,0,0,1,0,0,1,0,0,1,0,1,手摺
菅刈公園,131105,東京都,目黒区,東京都目黒区青葉台2-11-25,35.650312,139.693105,0,0,0,1,0,0,0,0,0,1,0,1,手摺
東山中学校,131105,東京都,目黒区,東京都目黒区東山1-24-31,35.646476,139.690227,1,1,0,1,0,0,1,0,0,1,0,1,手摺
東山小学校,131105,東京都,目黒区,東京都目黒区東山2-24-25,35.64692,139.685758,1,1,0,1,0,0,1,0,1,1,1,1,手摺
烏森小学校,131105,東京都,目黒区,東京都目黒区上目黒3-37-27,35.644365,139.692883,1,1,0,1,0,0,1,0,0,1,0,1,手摺
めぐろ学校サポートセンター,131105,東京都,目黒区,東京都目黒区中目黒3-6-10,35.639305,139.702768,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
中目黒小学校,131105,東京都,目黒区,東京都目黒区中目黒3-13-32,35.640072,139.698828,1,1,0,1,0,0,1,0,0,1,0,1,手摺
田道小学校,131105,東京都,目黒区,東京都目黒区目黒1-15-28,35.637594,139.709168,0,1,0,1,0,0,0,0,0,1,0,1,
下目黒小学校,131105,東京都,目黒区,東京都目黒区目黒2-7-9,35.63426,139.709213,0,1,0,1,0,0,0,0,0,1,0,1,手摺
大鳥中学校,131105,東京都,目黒区,東京都目黒区下目黒3-23-18,35.630796,139.707607,1,1,0,1,0,0,1,0,0,1,0,1,
不動小学校,131105,東京都,目黒区,東京都目黒区下目黒6-11-35,35.627081,139.699099,1,1,0,1,0,0,1,0,0,1,0,1,手摺
上目黒小学校,131105,東京都,目黒区,東京都目黒区五本木1-12-13,35.638735,139.690425,1,1,0,1,0,0,1,0,0,1,0,0,手摺
都立目黒高等学校,131105,東京都,目黒区,東京都目黒区祐天寺2-7-15,35.637093,139.69453,0,0,0,1,0,0,0,0,1,1,0,1,自動ドア
油面小学校,131105,東京都,目黒区,東京都目黒区中町1-5-4,35.632429,139.698664,1,1,0,1,0,0,1,0,1,1,0,1,手摺
目黒中央中学校,131105,東京都,目黒区,東京都目黒区中町2-37-38,35.634695,139.693894,1,1,0,1,0,0,1,0,1,1,0,1,手摺
五本木小学校,131105,東京都,目黒区,東京都目黒区五本木2-24-3,35.634187,139.687943,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
鷹番小学校,131105,東京都,目黒区,東京都目黒区中央町1-20-26,35.627744,139.689976,1,1,0,1,0,0,1,0,0,1,0,1,
碑文谷公園及び碑文谷体育館,131105,東京都,目黒区,東京都目黒区碑文谷6-9-11、6-12-43,35.62655,139.682084,1,1,0,1,0,0,1,0,1,0,0,1,自動ドア・手摺
月光原小学校,131105,東京都,目黒区,東京都目黒区目黒本町4-15-3,35.623015,139.694919,1,1,0,1,0,0,1,0,0,1,0,0,手摺
向原小学校,131105,東京都,目黒区,東京都目黒区目黒本町6-7-15,35.618716,139.695783,0,1,0,1,0,0,0,0,0,1,0,0,手摺
第七中学校,131105,東京都,目黒区,東京都目黒区碑文谷1-1-33,35.622923,139.691764,1,1,0,1,0,0,1,0,0,1,0,1,手摺
碑小学校,131105,東京都,目黒区,東京都目黒区碑文谷1-18-2,35.619615,139.690589,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
原町小学校,131105,東京都,目黒区,東京都目黒区原町2-18-12,35.615525,139.690664,1,1,0,1,0,0,1,0,0,0,0,0,手摺
第九中学校,131105,東京都,目黒区,東京都目黒区洗足1-29-26,35.61356,139.694883,1,1,0,1,0,0,1,0,0,0,0,0,手摺
第八中学校,131105,東京都,目黒区,東京都目黒区碑文谷4-19-25,35.619685,139.682495,1,1,0,1,0,0,1,0,0,1,0,0,手摺
大岡山小学校,131105,東京都,目黒区,東京都目黒区平町2-3-1,35.615482,139.683004,1,1,0,1,0,0,1,0,0,1,0,1,手摺
中根小学校,131105,東京都,目黒区,東京都目黒区緑が丘1-1-1,35.612637,139.678543,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
第十一中学校,131105,東京都,目黒区,東京都目黒区緑が丘1-8-1,35.609469,139.679024,1,1,0,1,0,0,1,0,0,0,0,0,手摺
緑ヶ丘小学校,131105,東京都,目黒区,東京都目黒区緑が丘2-13-1,35.610299,139.673449,1,1,0,1,0,0,1,0,1,1,0,1,自動ドア・手摺
宮前小学校,131105,東京都,目黒区,東京都目黒区八雲3-13-21,35.615365,139.66688,1,1,0,1,0,0,1,0,0,1,0,0,手摺
めぐろ区民キャンパス,131105,東京都,目黒区,東京都目黒区八雲1-1-1,35.62105,139.673578,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア・手摺
都立桜修館中等教育学校,131105,東京都,目黒区,東京都目黒区八雲1-1-2,35.621189,139.67096,0,0,0,1,0,0,0,0,1,1,1,1,自動ドア・手摺
八雲小学校,131105,東京都,目黒区,東京都目黒区八雲2-5-1,35.618062,139.671255,1,1,0,1,0,0,1,0,0,1,0,1,手摺
第十中学校,131105,東京都,目黒区,東京都目黒区八雲5-2-1,35.62432,139.668677,1,1,0,1,0,0,1,0,0,0,0,1,手摺
東根小学校,131105,東京都,目黒区,東京都目黒区東が丘1-20-1,35.627158,139.668027,1,1,0,1,0,0,1,0,0,1,0,1,
自由ヶ丘学園高等学校,131105,東京都,目黒区,東京都目黒区自由が丘2-21-1,35.612244,139.666511,0,0,0,1,0,0,0,0,1,0,0,0,
駒場東大一帯,130001,東京都,,東京都目黒区駒場、世田谷区北沢、渋谷区松濤、富ヶ谷,35.66112333,139.6827728,0,0,0,0,0,1,0,0,0,0,0,0,
中目黒公園一帯,130001,東京都,,東京都目黒区中目黒、渋谷区恵比寿南,35.6408722,139.7049268,0,0,0,0,0,1,0,0,0,0,0,0,
世田谷公園一帯,130001,東京都,,東京都目黒区東山、世田谷区池尻,35.6434823,139.6823346,0,0,0,0,0,1,0,0,0,0,0,0,
東京工業大学,130001,東京都,,東京都目黒区大岡山、緑ヶ丘、大田区石川町、北千束,35.60589354,139.6828601,0,0,0,0,0,1,0,0,0,0,0,0,
駒沢オリンピック公園一帯,130001,東京都,,東京都目黒区東が丘、八雲、世田谷区駒沢、駒沢公園、深沢,35.62550776,139.6613951,0,0,0,0,0,1,0,0,0,0,0,0,
林試の森公園,130001,東京都,,東京都品川区小山台、目黒区下目黒,35.62532686,139.7017717,0,0,0,0,0,1,0,0,0,0,0,0,
恵比寿ガーデンプレイス,130001,東京都,,東京都目黒区三田、渋谷区恵比寿,35.64202332,139.7142619,0,0,0,0,0,1,0,0,0,0,0,0,
駒場地区,130001,東京都,,東京都目黒区駒場、大橋、世田谷区池尻,35.656225,139.688141,0,0,0,0,0,1,0,0,0,0,0,0,
大井ふ頭一帯,130001,東京都,,東京都品川区八潮、大田区城南島、東海,35.58100789,139.778422,0,0,0,0,0,1,0,0,0,0,0,0,
東京工業大学,130001,東京都,,東京都目黒区大岡山、緑ヶ丘、大田区石川町、北千束,35.60589354,139.6828601,0,0,0,0,0,1,0,0,0,0,0,0,
平和島地区,130001,東京都,,東京都大田区大森東、平和島、平和の森公園,35.58220189,139.7460597,0,0,0,0,0,1,0,0,0,0,0,0,
昭和島野球場一帯,130001,東京都,,東京都大田区昭和島,35.57078621,139.747504,0,0,0,0,0,1,0,0,0,0,0,0,
森ヶ崎公園,130001,東京都,,東京都大田区大森南,35.56361936,139.7503188,0,0,0,0,0,1,0,0,0,0,0,0,
東京国際空港天空橋周辺,130001,東京都,,東京都大田区羽田空港,35.54954499,139.7569397,0,0,0,0,0,1,0,0,0,0,0,0,
萩中公園,130001,東京都,,東京都大田区萩中、本羽田,35.54995429,139.7378386,0,0,0,0,0,1,0,0,0,0,0,0,
旧蒲田電車区周辺一帯,130001,東京都,,東京都大田区蒲田本町、新蒲田、西六郷、仲六郷,35.558007,139.712856,0,0,0,0,0,1,0,0,0,0,0,0,
池上本門寺一帯,130001,東京都,,東京都大田区池上,35.57637533,139.706625,0,0,0,0,0,1,0,0,0,0,0,0,
多摩川河川敷・ガス橋一帯,130001,東京都,,東京都大田区鵜の木、下丸子、多摩川、田園調布本町、田園調布南、矢口,35.5748448,139.674528,0,0,0,0,0,1,0,0,0,0,0,0,
多摩川河川敷・田園調布先一帯,130001,東京都,,東京都大田区田園調布、世田谷区上野毛、玉堤、野毛,35.60532543,139.6346766,0,0,0,0,0,1,0,0,0,0,0,0,
洗足池公園一帯,130001,東京都,,東京都大田区南千束,35.602287,139.691647,0,0,0,0,0,1,0,0,0,0,0,0,
明正小学校,131121,東京都,世田谷区,東京都世田谷区成城3-3-1,35.635356,139.599266,1,0,0,0,0,0,0,0,1,1,0,1,
砧小学校,131121,東京都,世田谷区,東京都世田谷区喜多見6-9-1,35.631746,139.60543,1,0,0,0,0,0,0,0,0,0,0,1,
砧中学校,131121,東京都,世田谷区,東京都世田谷区成城1-10-1,35.633632,139.601264,1,0,0,0,0,0,0,0,0,0,0,1,
瀬田小学校,131121,東京都,世田谷区,東京都世田谷区瀬田2-15-1,35.618509,139.6319,1,1,0,0,0,0,0,0,0,0,0,1,
瀬田中学校,131121,東京都,世田谷区,東京都世田谷区瀬田2-17-1,35.61837,139.633414,1,1,0,0,0,0,0,0,0,0,0,0,
中町小学校,131121,東京都,世田谷区,東京都世田谷区中町4-23-1,35.617326,139.642777,1,0,0,0,0,0,0,0,1,1,0,0,
玉川小学校,131121,東京都,世田谷区,東京都世田谷区中町2-29-1,35.610855,139.643411,1,1,0,0,0,0,0,0,0,0,0,0,
玉川中学校,131121,東京都,世田谷区,東京都世田谷区中町4-21-1,35.616765,139.643499,1,0,0,0,0,0,0,0,1,1,0,1,オストメイト設備
尾山台小学校,131121,東京都,世田谷区,東京都世田谷区尾山台3-11-1,35.604599,139.654257,1,1,0,0,0,0,0,0,0,0,0,1,
尾山台中学校,131121,東京都,世田谷区,東京都世田谷区尾山台3-27-23,35.605897,139.655953,1,0,0,0,0,0,0,0,0,0,0,0,
八幡小学校,131121,東京都,世田谷区,東京都世田谷区玉川田園調布2-17-15,35.602783,139.666897,1,0,0,0,0,0,0,0,0,0,0,0,
九品仏小学校,131121,東京都,世田谷区,東京都世田谷区奥沢8-12-1,35.603266,139.660056,1,0,0,0,0,0,0,0,0,0,0,1,
区立総合運動場体育館,131121,東京都,世田谷区,東京都世田谷区大蔵4-6-1,35.630429,139.612363,1,0,0,0,0,0,0,0,1,0,1,0,車いす用トイレ
聖ドミニコ学園,131121,東京都,世田谷区,東京都世田谷区岡本1-10-1,35.62457,139.620498,1,0,0,0,0,0,0,0,0,0,0,0,
鎌田区民集会所,131121,東京都,世田谷区,東京都世田谷区鎌田2-1-24,35.617018,139.613316,1,0,0,0,0,0,0,0,0,0,0,0,
砧南中学校,131121,東京都,世田谷区,東京都世田谷区鎌田3-13-20,35.62145,139.613673,1,0,0,0,0,0,0,0,0,0,0,1,
駒澤大学玉川校舎,131121,東京都,世田谷区,東京都世田谷区宇奈根1-1-1,35.617909,139.608547,1,0,0,0,0,0,0,0,1,1,0,1,
ゆうぽうと世田谷レクセンター,131121,東京都,世田谷区,東京都世田谷区鎌田2-17-1,35.619667,139.61048,1,0,0,0,0,0,0,0,0,0,0,0,
氷川神社,131121,東京都,世田谷区,東京都世田谷区大蔵6-6-7,35.625075,139.611519,1,0,0,0,0,0,0,0,0,0,0,0,
砧総合支所,131121,東京都,世田谷区,東京都世田谷区成城6-2-1,35.641253,139.600655,1,1,0,0,0,0,0,0,1,0,1,1,オストメイト設備
喜多見地区会館,131121,東京都,世田谷区,東京都世田谷区喜多見8-23-23,35.637084,139.589768,0,1,0,0,0,0,0,0,1,0,0,0,オストメイト設備
岡本地区会館,131121,東京都,世田谷区,東京都世田谷区岡本1-25-4,35.625051,139.61951,0,1,0,0,0,0,0,0,1,0,0,0,オストメイト設備・車いす用トイレ
大蔵地区会館,131121,東京都,世田谷区,東京都世田谷区砧3-5-6,35.634869,139.610847,0,1,0,0,0,0,0,0,0,0,0,1,オストメイト設備・車いす用トイレ
宮坂区民センター,131121,東京都,世田谷区,東京都世田谷区宮坂1-24-6,35.647947,139.64476,1,1,0,0,0,0,1,0,1,1,1,1,誘導鈴・自動ドア・オストメイト設備・授乳室・おむつ交換台
池之上青少年会館,131121,東京都,世田谷区,東京都世田谷区代沢2-37-18,35.659349,139.673361,0,1,0,0,0,0,0,0,1,1,1,1,オストメイト設備
成城さくら児童館,131121,東京都,世田谷区,東京都世田谷区成城3-18-23,35.634124,139.597605,0,1,0,0,0,0,0,0,0,0,0,1,
瀬田地区会館,131121,東京都,世田谷区,東京都世田谷区瀬田4-18-11,35.62141,139.627342,0,1,0,0,0,0,0,0,1,0,0,0,
尾山台地区会館,131121,東京都,世田谷区,東京都世田谷区等々力2-17-14,35.605684,139.652563,0,1,0,0,0,0,0,0,1,0,0,0,
上野毛地区会館,131121,東京都,世田谷区,東京都世田谷区中町2-33-11,35.611467,139.640931,0,1,0,0,0,0,0,0,1,0,0,1,
池尻区民集会所,131121,東京都,世田谷区,東京都世田谷区池尻3-27-21,35.64986,139.67871,1,1,0,0,0,0,1,0,1,1,1,1,
経堂地区会館,131121,東京都,世田谷区,東京都世田谷区経堂3-37-13,35.65183,139.63215,1,0,0,0,0,0,1,0,1,1,0,1,誘導鈴・自動ドア・オストメイト設備・おむつ交換台
下馬地区会館,131121,東京都,世田谷区,東京都世田谷区下馬4-13-4,35.63596,139.67906,1,0,0,0,0,0,1,0,1,1,0,1,誘導鈴・自動ドア・オストメイト設備・おむつ交換台
上馬地区会館,131121,東京都,世田谷区,東京都世田谷区上馬4-10-17,35.63511,139.66243,1,0,0,0,0,0,1,0,1,1,1,1,誘導鈴・自動ドア・オストメイト設備・授乳室・おむつ交換台
北沢タウンホール,131121,東京都,世田谷区,東京都世田谷区北沢2-8-18,35.66204,139.66969,1,0,0,0,0,0,1,0,1,1,1,1,授乳室・オストメイト設備・ベビーベッド
松沢区民集会所,131121,東京都,世田谷区,東京都世田谷区赤堤5-31-5,35.66556,139.63834,1,0,0,0,0,0,1,0,1,1,1,1,オストメイト設備
玉川区民会館,131121,東京都,世田谷区,東京都世田谷区等々力3-4-1,35.60871,139.64852,1,0,0,0,0,0,0,0,1,0,0,1,
都立園芸高校,131121,東京都,世田谷区,東京都世田谷区深沢5-38-1,35.61902,139.6486,1,0,0,0,0,0,0,0,0,0,0,0,
東京都市大学等々力キャンパス,131121,東京都,世田谷区,東京都世田谷区等々力8-9-18,35.61374,139.65101,1,0,0,0,0,0,0,0,0,0,0,0,
祖師谷小学校,131121,東京都,世田谷区,東京都世田谷区祖師谷3-49-1,35.64588,139.60464,1,0,0,0,0,0,0,0,1,1,0,0,
千歳小学校,131121,東京都,世田谷区,東京都世田谷区成城9-6-1,35.65165,139.59791,1,0,0,0,0,0,0,0,1,1,0,1,オストメイト設備
希望丘複合施設（区民集会所）,131121,東京都,世田谷区,東京都世田谷区船橋6-25-1,35.65898,139.62109,1,0,0,0,0,0,0,0,1,1,1,1,オストメイト設備
山野小学校,131121,東京都,世田谷区,東京都世田谷区砧6-7-1,35.64352,139.61333,1,0,0,0,0,0,0,0,1,0,0,1,
区立大蔵第二運動場体育館,131121,東京都,世田谷区,東京都世田谷区大蔵4-7-1,35.63136,139.61489,1,0,0,0,0,0,0,0,1,0,1,1,
上北沢区民センター,131121,東京都,世田谷区,東京都世田谷区上北沢3-8-9,35.66748,139.62549,1,0,0,0,0,0,1,0,1,0,1,1,自動ドア・オストメイト対応トイレ・ベビーシート付トイレ
