避難場所_施設名称,地方公共団体コード,都道府県,指定市区町村名,所在地住所,緯度,経度,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
東京都立大学,132012,東京都,八王子市,東京都八王子市南大沢1-1,35.61672263,139.377078,0,0,0,1,0,0,0,0,0,0,0,0,
中央大学,132012,東京都,八王子市,東京都八王子市東中野742-1,35.641412,139.405432,0,0,0,1,0,0,0,0,0,0,0,0,
東京工科大学,132012,東京都,八王子市,東京都八王子市片倉町1404-1,35.626293,139.339326,0,0,0,1,0,0,0,0,0,0,0,0,
東京薬科大学,132012,東京都,八王子市,東京都八王子市堀之内1432-1,35.6386105,139.3839456,0,0,0,1,0,0,0,0,0,0,0,0,
創価大学,132012,東京都,八王子市,東京都八王子市丹木町1-236,35.69179205,139.325976,0,0,0,1,0,0,0,0,0,0,0,0,
拓殖大学,132012,東京都,八王子市,東京都八王子市館町815-1,35.63005432,139.2814153,0,0,0,1,0,0,0,0,0,0,0,0,
明星大学,132012,東京都,八王子市,東京都日野市程久保2-1-1,35.644889,139.408489,0,0,0,1,0,0,0,0,0,0,0,0,
第一小学校,132012,東京都,八王子市,東京都八王子市元横山町2-14-3,35.661374,139.336454,1,1,0,1,0,0,1,0,0,0,0,0,
第二小学校,132012,東京都,八王子市,東京都八王子市八木町7-1,35.661662,139.321919,1,1,0,1,0,0,1,0,0,0,0,0,
第三小学校,132012,東京都,八王子市,東京都八王子市寺町29-15,35.655327,139.332232,1,1,0,1,0,0,1,0,1,1,1,1,
第四小学校,132012,東京都,八王子市,東京都八王子市明神町2-15-1,35.657994,139.345998,1,1,0,1,0,0,1,0,1,0,0,1,
第五小学校,132012,東京都,八王子市,東京都八王子市千人町3-7-7,35.658743,139.308348,0,0,0,1,0,0,0,0,1,0,0,0,
いずみの森義務教育学校,132012,東京都,八王子市,東京都八王子市子安町2-19-1,35.6501504,139.3426231,1,1,0,1,0,0,1,0,1,1,1,1,
第七小学校,132012,東京都,八王子市,東京都八王子市台町4-2-1,35.656887,139.323715,1,1,0,1,0,0,1,0,1,1,1,1,
第八小学校,132012,東京都,八王子市,東京都八王子市石川町2065,35.671557,139.360782,1,1,0,1,0,0,1,0,1,0,0,1,
第九小学校,132012,東京都,八王子市,東京都八王子市中野上町2-14-1,35.670864,139.325107,1,1,0,1,0,0,1,0,1,0,0,1,
第十小学校,132012,東京都,八王子市,東京都八王子市大和田町7-5-1,35.666201,139.343628,1,1,0,1,0,0,1,0,1,1,1,1,
中野北小学校,132012,東京都,八王子市,東京都八王子市中野山王3-1-1,35.6742304,139.3267405,1,1,0,1,0,0,1,0,1,0,0,0,
清水小学校,132012,東京都,八王子市,東京都八王子市中野山王3-25-1,35.676105,139.3194633,1,1,0,1,0,0,1,0,1,0,0,1,
大和田小学校,132012,東京都,八王子市,東京都八王子市大和田町4-19-1,35.6655906,139.3543189,1,1,0,1,0,0,1,0,1,1,1,1,
小宮小学校,132012,東京都,八王子市,東京都八王子市小宮町1128-3,35.6837025,139.367681,0,0,0,1,0,0,0,0,1,0,0,1,
高倉小学校,132012,東京都,八王子市,東京都八王子市高倉町67-2,35.6623521,139.3657458,1,1,0,1,0,0,1,0,1,0,0,1,
宇津木台小学校,132012,東京都,八王子市,東京都八王子市久保山町2-18,35.6866992,139.3541877,0,0,0,1,0,0,0,0,1,0,0,1,
横山第一小学校,132012,東京都,八王子市,東京都八王子市館町74,35.6339213,139.304541,1,1,0,1,0,0,1,0,1,1,1,1,
横山第二小学校,132012,東京都,八王子市,東京都八王子市並木町26-1,35.6539768,139.3016128,1,1,0,1,0,0,1,0,1,0,0,1,
散田小学校,132012,東京都,八王子市,東京都八王子市散田町5-23-1,35.6477665,139.3015741,1,1,0,1,0,0,1,0,1,1,1,1,
長房小学校,132012,東京都,八王子市,東京都八王子市長房町340-4,35.6580207,139.3004545,1,1,0,1,0,0,1,0,1,0,0,1,
船田小学校,132012,東京都,八王子市,東京都八王子市長房町1041-2,35.6569761,139.2885972,1,1,0,1,0,0,1,0,1,0,0,1,
館小中学校　本校舎,132012,東京都,八王子市,東京都八王子市館町1097-15,35.630306,139.288142,1,1,0,1,0,0,1,0,1,0,0,1,
山田小学校,132012,東京都,八王子市,東京都八王子市山田町1553,35.6468001,139.3136064,0,0,0,1,0,0,0,0,1,0,0,1,
椚田小学校,132012,東京都,八王子市,東京都八王子市椚田町571-2,35.6366236,139.3022716,1,1,0,1,0,0,1,0,1,0,0,1,
緑が丘小学校,132012,東京都,八王子市,東京都八王子市寺田町405-5,35.6225484,139.3099857,1,1,0,1,0,0,1,0,1,1,0,1,
元八王子小学校,132012,東京都,八王子市,東京都八王子市弐分方町761,35.6697188,139.2920132,1,1,0,1,0,0,1,0,1,0,0,1,
元八王子東小学校,132012,東京都,八王子市,東京都八王子市叶谷町1521,35.6712829,139.3043426,1,1,0,1,0,0,1,0,1,0,0,1,
上壱分方小学校,132012,東京都,八王子市,東京都八王子市上壱分方町799-2,35.6848223,139.2839552,1,1,0,1,0,0,1,0,1,0,0,1,
城山小学校,132012,東京都,八王子市,東京都八王子市元八王子町2-1767,35.6591173,139.2776705,1,1,0,1,0,0,1,0,1,0,0,1,
弐分方小学校,132012,東京都,八王子市,東京都八王子市弐分方町520-1,35.6717518,139.2884885,1,1,0,1,0,0,1,0,1,0,0,1,
横川小学校,132012,東京都,八王子市,東京都八王子市横川町305,35.6672168,139.307323,1,1,0,1,0,0,1,0,1,0,0,1,
恩方第一小学校,132012,東京都,八王子市,東京都八王子市下恩方町1369,35.669618,139.254501,0,0,0,1,0,0,0,0,1,0,0,1,
恩方第二小学校,132012,東京都,八王子市,東京都八王子市上恩方町2193,35.6726981,139.2104752,1,1,0,1,0,0,1,0,1,0,0,1,
元木小学校,132012,東京都,八王子市,東京都八王子市下恩方町515-1,35.6810307,139.264482,1,1,0,1,0,0,1,0,1,0,0,0,
川口小学校,132012,東京都,八王子市,東京都八王子市川口町3675,35.6923798,139.2803691,1,1,0,1,0,0,1,0,1,0,0,1,
陶鎔小学校,132012,東京都,八王子市,東京都八王子市犬目町56,35.688031,139.3079529,0,0,0,1,0,0,0,0,1,0,0,1,
上川口小学校,132012,東京都,八王子市,東京都八王子市上川町1099,35.7055424,139.2500715,0,0,0,1,0,0,0,0,1,0,0,1,
美山小学校,132012,東京都,八王子市,東京都八王子市美山町1892,35.6909329,139.2483168,1,1,0,1,0,0,1,0,1,0,0,0,
楢原小学校,132012,東京都,八王子市,東京都八王子市楢原町1287-2,35.6755713,139.307395,0,0,0,1,0,0,0,0,1,0,0,1,
松枝小学校,132012,東京都,八王子市,東京都八王子市楢原町601-13,35.6851367,139.3022952,1,1,0,1,0,0,1,0,1,0,0,1,
加住小中学校　本校舎,132012,東京都,八王子市,東京都八王子市加住町1-191,35.7019684,139.3168628,1,1,0,1,0,0,1,0,1,1,1,1,
由井第一小学校,132012,東京都,八王子市,東京都八王子市打越町348-1,35.645793,139.3562971,1,1,0,1,0,0,1,0,1,1,1,1,
由井第二小学校,132012,東京都,八王子市,東京都八王子市片倉町2180,35.6366075,139.3382101,0,0,0,1,0,0,0,0,1,0,0,1,
由井第三小学校,132012,東京都,八王子市,東京都八王子市小比企町1201,35.642756,139.327009,1,1,0,1,0,0,1,0,1,1,0,1,
長沼小学校,132012,東京都,八王子市,東京都八王子市長沼町707-3,35.6424712,139.3654605,0,0,0,1,0,0,0,0,1,1,0,1,
片倉台小学校,132012,東京都,八王子市,東京都八王子市片倉町1318,35.6313112,139.3461152,1,1,0,1,0,0,1,0,1,0,0,1,
高嶺小学校,132012,東京都,八王子市,東京都八王子市北野台4-21-1,35.6284006,139.3507372,1,1,0,1,0,0,1,0,1,0,0,1,
みなみ野小学校（みなみ野小中学校）,132012,東京都,八王子市,東京都八王子市みなみ野6-14-1,35.6328271,139.3233061,1,1,0,1,0,0,1,0,1,1,0,1,
みなみ野君田小学校,132012,東京都,八王子市,東京都八王子市みなみ野4-3-1,35.6273,139.324708,0,0,0,1,0,0,0,0,1,1,1,1,
七国小学校,132012,東京都,八王子市,東京都八王子市七国5-27-1,35.6207126,139.3207043,1,1,0,1,0,0,1,0,1,1,1,1,
浅川小学校,132012,東京都,八王子市,東京都八王子市初沢町1335,35.640287,139.2821207,1,1,0,1,0,0,1,0,1,0,0,1,
東浅川小学校,132012,東京都,八王子市,東京都八王子市東浅川町550-22,35.642836,139.286612,1,1,0,1,0,0,1,0,1,1,1,1,
由木中央小学校,132012,東京都,八王子市,東京都八王子市下柚木25,35.6299893,139.3834015,1,1,0,1,0,0,1,0,1,1,1,1,
由木東小学校,132012,東京都,八王子市,東京都八王子市東中野1347,35.6334395,139.407941,0,0,0,1,0,0,0,0,1,1,1,1,
由木西小学校,132012,東京都,八王子市,東京都八王子市上柚木538-1,35.6231374,139.3614006,1,1,0,1,0,0,1,0,1,0,0,1,
鹿島小学校,132012,東京都,八王子市,東京都八王子市鹿島13,35.6335373,139.4260894,1,1,0,1,0,0,1,0,1,0,0,1,
松が谷小学校,132012,東京都,八王子市,東京都八王子市松が谷12,35.6283542,139.4136823,1,1,0,1,0,0,1,0,1,0,0,0,
中山小学校,132012,東京都,八王子市,東京都八王子市中山1155,35.6256704,139.3584395,1,1,0,1,0,0,1,0,1,0,0,1,
柏木小学校,132012,東京都,八王子市,東京都八王子市南大沢3-3,35.6100445,139.3824467,1,1,0,1,0,0,1,0,1,0,0,1,
南大沢小学校,132012,東京都,八王子市,東京都八王子市南大沢4-18,35.6082392,139.3744641,0,0,0,1,0,0,0,0,1,0,0,1,
宮上小学校,132012,東京都,八王子市,東京都八王子市南大沢5-10,35.610225,139.3713504,1,1,0,1,0,0,1,0,1,0,0,1,
秋葉台小学校,132012,東京都,八王子市,東京都八王子市別所2-5,35.6246655,139.4066191,1,1,0,1,0,0,1,0,1,1,1,1,
別所小学校,132012,東京都,八王子市,東京都八王子市別所2-44,35.6148775,139.3954677,1,1,0,1,0,0,1,0,1,0,0,0,
愛宕小学校,132012,東京都,八王子市,東京都八王子市上柚木3-20,35.6191323,139.373136,1,1,0,1,0,0,1,0,1,0,0,0,
松木小学校,132012,東京都,八王子市,東京都八王子市松木57-3,35.621871,139.3934482,1,1,0,1,0,0,1,0,1,0,0,0,
下柚木小学校,132012,東京都,八王子市,東京都八王子市下柚木3-9,35.6225708,139.380877,1,1,0,1,0,0,1,0,1,0,0,0,
上柚木小学校,132012,東京都,八王子市,東京都八王子市上柚木3-15,35.6159716,139.3689115,1,1,0,1,0,0,1,0,1,0,0,0,
長池小学校,132012,東京都,八王子市,東京都八王子市別所1-55,35.6107611,139.3884406,1,1,0,1,0,0,1,0,1,0,0,0,
鑓水小学校,132012,東京都,八王子市,東京都八王子市鑓水2-74,35.6126859,139.3636259,1,1,0,1,0,0,1,0,1,0,0,0,
第一中学校,132012,東京都,八王子市,東京都八王子市石川町2957-1,35.670015,139.361324,1,1,0,1,0,0,1,0,0,1,1,1,
第二中学校,132012,東京都,八王子市,東京都八王子市中野上町4-28-1,35.6706027,139.3152,0,0,0,1,0,0,0,0,1,1,0,1,
第四中学校,132012,東京都,八王子市,東京都八王子市元本郷町2-21-1,35.666206,139.319825,0,0,0,1,0,0,0,0,1,1,1,1,
第五中学校,132012,東京都,八王子市,東京都八王子市明神町4-19-1,35.66123,139.344798,0,0,0,1,0,0,0,0,1,1,1,1,
第六中学校,132012,東京都,八王子市,東京都八王子市上野町97,35.653216,139.329919,0,0,0,1,0,0,0,0,1,1,0,1,
第七中学校,132012,東京都,八王子市,東京都八王子市散田町2-2-1,35.650372,139.316251,1,1,0,1,0,0,1,0,1,1,0,1,
ひよどり山中学校,132012,東京都,八王子市,東京都八王子市暁町3-1-1,35.6755723,139.3390172,1,1,0,1,0,0,1,0,1,1,0,1,
甲ノ原中学校,132012,東京都,八王子市,東京都八王子市中野町2639-2,35.6827098,139.3218102,0,0,0,1,0,0,0,0,1,0,0,1,
石川中学校,132012,東京都,八王子市,東京都八王子市久保山町2-55,35.683133,139.3574514,1,1,0,1,0,0,1,0,1,1,1,1,
横山中学校,132012,東京都,八王子市,東京都八王子市散田町5-22-36,35.6487498,139.3025796,1,1,0,1,0,0,1,0,1,1,1,1,
長房中学校,132012,東京都,八王子市,東京都八王子市長房町1041-1,35.6581676,139.2882472,0,0,0,1,0,0,0,0,1,0,0,1,
館小中学校　館中学校分校舎,132012,東京都,八王子市,東京都八王子市館町2786,35.627596,139.291161,1,1,0,1,0,0,1,0,1,0,0,0,
椚田中学校,132012,東京都,八王子市,東京都八王子市椚田町172,35.6340547,139.3077852,1,1,0,1,0,0,1,0,1,0,0,0,
元八王子中学校,132012,東京都,八王子市,東京都八王子市大楽寺町415,35.6723435,139.2937158,1,1,0,1,0,0,1,0,1,1,1,1,
四谷中学校,132012,東京都,八王子市,東京都八王子市四谷町555,35.6774708,139.2962793,0,0,0,1,0,0,0,0,1,1,1,1,
横川中学校,132012,東京都,八王子市,東京都八王子市横川町364,35.668461,139.3053287,1,1,0,1,0,0,1,0,1,0,0,1,
城山中学校,132012,東京都,八王子市,東京都八王子市川町792-2,35.6693463,139.2819975,1,1,0,1,0,0,1,0,1,0,0,0,
恩方中学校,132012,東京都,八王子市,東京都八王子市上恩方町11,35.6698465,139.2426462,0,0,0,1,0,0,0,0,1,0,0,1,
川口中学校,132012,東京都,八王子市,東京都八王子市川口町2555,35.6938824,139.283916,1,1,0,1,0,0,1,0,1,1,0,1,
楢原中学校,132012,東京都,八王子市,東京都八王子市楢原町1235,35.6786573,139.3139749,0,0,0,1,0,0,0,0,1,0,0,1,
加住小中学校　分校舎,132012,東京都,八王子市,東京都八王子市宮下町108-7,35.7039764,139.3137019,0,0,0,1,0,0,0,0,1,0,0,0,
由井中学校,132012,東京都,八王子市,東京都八王子市片倉町553,35.6449815,139.3398402,1,1,0,1,0,0,1,0,1,0,0,0,
打越中学校,132012,東京都,八王子市,東京都八王子市打越町349-1,35.6453653,139.3575664,1,1,0,1,0,0,1,0,1,0,0,1,
みなみ野中学校（みなみ野小中学校）,132012,東京都,八王子市,東京都八王子市みなみ野6-14-2,35.6322439,139.322259,1,1,0,1,0,0,1,0,1,1,0,1,
七国中学校,132012,東京都,八王子市,東京都八王子市七国6-41-1,35.6207376,139.3221013,1,1,0,1,0,0,1,0,1,1,0,1,
浅川中学校,132012,東京都,八王子市,東京都八王子市初沢町1370,35.6385067,139.2799488,1,1,0,1,0,0,1,0,1,0,0,1,
陵南中学校,132012,東京都,八王子市,東京都八王子市東浅川町553-9,35.6455251,139.2932472,1,1,0,1,0,0,1,0,1,0,0,1,
由木中学校,132012,東京都,八王子市,東京都八王子市下柚木2-34-2,35.627023,139.3851098,1,1,0,1,0,0,1,0,1,0,0,1,
松が谷中学校,132012,東京都,八王子市,東京都八王子市松が谷23,35.6298763,139.4174708,1,1,0,1,0,0,1,0,1,0,0,0,
中山中学校,132012,東京都,八王子市,東京都八王子市中山1158-1,35.6242622,139.3579563,0,0,0,1,0,0,0,0,1,0,0,1,
南大沢中学校,132012,東京都,八王子市,東京都八王子市南大沢3-7,35.6083975,139.380447,1,1,0,1,0,0,1,0,1,0,0,1,
宮上中学校,132012,東京都,八王子市,東京都八王子市南大沢5-5,35.6128469,139.3730752,1,1,0,1,0,0,1,0,1,0,0,1,
別所中学校,132012,東京都,八王子市,東京都八王子市別所2-28,35.6188216,139.4001671,0,0,0,1,0,0,0,0,1,0,0,1,
上柚木中学校,132012,東京都,八王子市,東京都八王子市上柚木3-17,35.6175992,139.370489,1,1,0,1,0,0,1,0,1,0,0,0,
松木中学校,132012,東京都,八王子市,東京都八王子市別所1-34-1,35.6180548,139.3918457,1,1,0,1,0,0,1,0,1,1,0,1,
鑓水中学校,132012,東京都,八王子市,東京都八王子市鑓水2-67,35.6125053,139.3591319,1,1,0,1,0,0,1,0,1,0,0,0,
高尾山学園（小・中学部）,132012,東京都,八王子市,東京都八王子市館町1097-30,35.6246091,139.2886625,1,1,0,1,0,0,1,0,1,0,0,1,
稲荷山行政資料保管等施設（旧稲荷山小学校）,132012,東京都,八王子市,東京都八王子市寺田町1455-3,35.6204238,139.3002089,1,1,0,1,0,0,1,0,1,1,0,0,
デジタルハリウッド大学,132012,東京都,八王子市,東京都八王子市松が谷1-1,35.6298348,139.4214843,1,1,0,1,0,0,1,0,0,0,0,0,
夕やけ小やけふれあいの里,132012,東京都,八王子市,東京都八王子市上恩方町2030,35.6695985,139.2164331,1,1,0,1,0,0,1,0,1,1,0,1,
八王子桑志高等学校,132012,東京都,八王子市,東京都八王子市千人町4-8-1,35.6580902,139.3053735,0,0,0,1,0,0,0,0,0,0,0,0,
八王子拓真高等学校,132012,東京都,八王子市,東京都八王子市台町3-25-1,35.6547075,139.3172503,1,1,0,1,0,0,1,0,0,0,0,0,
南多摩中等教育学校,132012,東京都,八王子市,東京都八王子市明神町4-20-1,35.6606326,139.3442921,1,1,0,1,0,0,1,0,0,0,0,0,
富士森高等学校,132012,東京都,八王子市,東京都八王子市長房町420,35.6572069,139.3020016,0,0,0,1,0,0,0,0,0,0,0,0,
片倉高等学校,132012,東京都,八王子市,東京都八王子市片倉町1643,35.6297141,139.3407741,1,1,0,1,0,0,1,0,0,0,0,0,
八王子東高等学校,132012,東京都,八王子市,東京都八王子市高倉町68-1,35.6619049,139.3644126,1,1,0,1,0,0,1,0,0,0,0,0,
八王子北高等学校,132012,東京都,八王子市,東京都八王子市楢原町601,35.6851978,139.3029507,1,1,0,1,0,0,1,0,0,0,0,0,
翔陽高等学校,132012,東京都,八王子市,東京都八王子市館町1097-136,35.629225,139.2913175,0,0,0,1,0,0,0,0,0,0,0,0,
松が谷高等学校,132012,東京都,八王子市,東京都八王子市松が谷1772,35.6282652,139.4103298,1,1,0,1,0,0,1,0,0,0,0,0,
わくわくビレッジ,132012,東京都,八王子市,東京都八王子市川町55,35.6736762,139.2766506,0,0,0,1,0,0,0,0,0,0,0,0,
大和田市民センター,132012,東京都,八王子市,東京都八王子市大和田町5-9-1,35.663031,139.351896,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・オストメイト設備
子安市民センター,132012,東京都,八王子市,東京都八王子市子安町2-6-1,35.650804,139.344586,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
由木中央市民センター,132012,東京都,八王子市,東京都八王子市下柚木2-10-6,35.627039,139.382673,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
由井市民センター,132012,東京都,八王子市,東京都八王子市片倉町702-1,35.641345,139.340184,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
元八王子市民センター,132012,東京都,八王子市,東京都八王子市上壱分方町747-1,35.683107,139.286274,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
由木東市民センター,132012,東京都,八王子市,東京都八王子市鹿島111-1,35.63425,139.421622,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
中野市民センター,132012,東京都,八王子市,東京都八王子市中野町2726-7,35.681717,139.318572,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと
石川市民センター,132012,東京都,八王子市,東京都八王子市石川町438,35.680253,139.364426,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
恩方市民センター,132012,東京都,八王子市,東京都八王子市西寺方町260-4,35.673976,139.268746,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
台町市民センター,132012,東京都,八王子市,東京都八王子市台町3-20-1,35.65505,139.320145,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
南大沢市民センター,132012,東京都,八王子市,東京都八王子市南大沢2-27南大沢総合ｾﾝﾀ-3F,35.612056,139.379267,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア
川口市民センター,132012,東京都,八王子市,東京都八王子市川口町3838川口やまゆり館内,35.686539,139.298829,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア
加住市民センター,132012,東京都,八王子市,東京都八王子市加住町1-338,35.699571,139.323919,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア
横山南市民センター,132012,東京都,八王子市,東京都八王子市椚田町137-3,35.63378,139.310524,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア
富士森体育館,132012,東京都,八王子市,東京都八王子市台町2-3-7,35.650379,139.322603,1,1,0,0,0,0,1,0,1,1,0,1,自動ドア・授乳室・オストメイト設備
第二中学校,132021,東京都,立川市,東京都立川市曙町3-29-46,35.70281227,139.4262569,1,1,0,1,0,0,0,0,0,1,0,1,
二中一帯,132021,東京都,立川市,東京都立川市曙町3丁目、国立市北,35.703091,139.426114,1,1,0,1,0,1,0,0,0,0,0,0,
多摩川河川敷,132021,東京都,立川市,東京都立川市富士見町6・7丁目地先、柴崎町5・6丁目地先、錦町5・6丁目地先,35.68945878,139.3956029,0,0,0,1,0,1,0,0,0,0,0,0,
国営昭和記念公園,132021,東京都,立川市,東京都立川市緑町、泉町地内及び昭島市もくせいの杜3丁目,35.70336,139.407888,1,1,0,1,0,1,0,0,0,0,0,0,
第四小学校,132021,東京都,立川市,東京都立川市富士見町4-4-1,35.6975741,139.4003665,1,1,0,1,0,0,0,0,0,1,0,1,
旧多摩川小学校,132021,東京都,立川市,東京都立川市富士見町6-46-1,35.6916465,139.3898926,0,0,0,1,0,0,0,0,0,1,0,0,
新生小学校,132021,東京都,立川市,東京都立川市富士見町6-69-1,35.694363,139.3928645,0,0,0,1,0,0,0,0,0,1,0,1,
第八中学校,132021,東京都,立川市,東京都立川市富士見町7-24-1,35.692505,139.3972253,0,0,0,1,0,0,0,0,1,1,0,1,
第一小学校,132021,東京都,立川市,東京都立川市柴崎町2-20-3,35.6945079,139.4074604,1,1,0,1,0,0,0,0,1,1,1,1,
第一中学校,132021,東京都,立川市,東京都立川市柴崎町1-3-4,35.695666,139.4037302,1,1,0,1,0,0,0,0,1,1,0,1,
第三小学校,132021,東京都,立川市,東京都立川市錦町3-4-1,35.6925973,139.4196205,1,1,0,1,0,0,0,0,0,1,0,1,
第七小学校,132021,東京都,立川市,東京都立川市錦町5-6-43,35.6906418,139.4145377,1,1,0,1,0,0,0,0,1,1,0,1,
第六小学校,132021,東京都,立川市,東京都立川市羽衣町2-29-22,35.6954527,139.4267976,1,1,0,1,0,0,0,0,1,1,1,1,
第三中学校,132021,東京都,立川市,東京都立川市羽衣町3-25-6,35.6896838,139.4266117,1,1,0,1,0,0,0,0,1,1,0,1,
第二小学校,132021,東京都,立川市,東京都立川市曙町3-23-1,35.701141,139.4205868,1,1,0,1,0,0,0,0,0,1,0,1,
第五小学校,132021,東京都,立川市,東京都立川市高松町1-12-25,35.7076875,139.4186785,1,1,0,1,0,0,0,0,1,1,0,1,
南砂小学校,132021,東京都,立川市,東京都立川市栄町2-2-1,35.7082625,139.430283,1,1,0,1,0,0,0,0,1,1,0,1,
若葉台小学校,132021,東京都,立川市,東京都立川市若葉町1-13-1,35.7194106,139.4340048,1,1,0,1,0,0,0,0,1,1,0,1,
第九中学校,132021,東京都,立川市,東京都立川市若葉町3-19-5,35.7222108,139.4377374,1,1,0,1,0,0,0,0,1,1,0,1,
第八小学校,132021,東京都,立川市,東京都立川市幸町2-1-1,35.7190473,139.4242498,1,1,0,1,0,0,0,0,1,1,0,1,
幸小学校,132021,東京都,立川市,東京都立川市幸町5-68-1,35.7276851,139.4211554,1,1,0,1,0,0,0,0,0,1,0,1,
第四中学校,132021,東京都,立川市,東京都立川市幸町5-49-1,35.726227,139.425269,1,1,0,1,0,0,0,0,1,1,0,1,
第十小学校,132021,東京都,立川市,東京都立川市柏町1-31-1,35.7203329,139.4103983,1,1,0,1,0,0,0,0,0,1,0,1,
柏小学校,132021,東京都,立川市,東京都立川市柏町4-8-4,35.727308,139.414586,1,1,0,1,0,0,0,0,0,1,0,1,
第六中学校,132021,東京都,立川市,東京都立川市泉町786-16,35.7179001,139.418231,1,1,0,1,0,0,0,0,1,1,0,1,
大山小学校,132021,東京都,立川市,東京都立川市上砂町1-5-33,35.7199157,139.3900112,1,1,0,1,0,0,0,0,0,1,0,0,
第九小学校,132021,東京都,立川市,東京都立川市上砂町2-18-1,35.7235515,139.3931303,0,0,0,1,0,0,0,0,1,1,0,1,
上砂川小学校,132021,東京都,立川市,東京都立川市上砂町5-12-2,35.7325809,139.3926189,0,0,0,1,0,0,0,0,0,1,0,1,
第五中学校,132021,東京都,立川市,東京都立川市上砂町3-27-1,35.7240707,139.3868308,0,0,0,1,0,0,0,0,1,1,0,1,
西砂小学校,132021,東京都,立川市,東京都立川市西砂町2-34-2,35.727289,139.3639939,0,0,0,1,0,0,0,0,0,1,0,1,
松中小学校,132021,東京都,立川市,東京都立川市一番町5-8-5,35.7321485,139.3726845,1,1,0,1,0,0,0,0,0,1,0,1,
第七中学校,132021,東京都,立川市,東京都立川市西砂町6-28-3,35.7336967,139.3673073,0,0,0,1,0,0,0,0,1,1,0,1,
滝ノ上会館,132021,東京都,立川市,東京都立川市富士見町4-16-10,35.6958797,139.3990084,1,1,0,1,0,0,0,0,1,1,0,1,自動ドア・ベビーベッド
西砂学習館,132021,東京都,立川市,東京都立川市西砂町6-12-10,35.729639,139.3721375,1,1,0,1,0,0,0,0,1,1,0,1,自動ドア
西砂会館,132021,東京都,立川市,東京都立川市西砂町5-11-13,35.732386,139.360666,1,1,0,1,0,0,0,0,1,0,0,1,自動ドア
柴崎会館,132021,東京都,立川市,東京都立川市柴崎町1-16-3,35.692375,139.407366,1,1,0,1,0,0,0,0,1,1,0,1,自動ドア
錦学習館,132021,東京都,立川市,東京都立川市錦町3-12-25,35.691142,139.416246,1,1,0,1,0,0,0,0,1,0,0,1,自動ドア・ベビーベッド
さかえ会館,132021,東京都,立川市,東京都立川市栄町4-6-2,35.711015,139.424875,1,1,0,1,0,0,0,0,1,1,0,1,自動ドア・ベビーベッド
砂川学習館,132021,東京都,立川市,東京都立川市砂川町1-52-7,35.722866,139.403121,1,1,0,1,0,0,0,0,0,0,0,1,自動ドア
こんぴら橋会館,132021,東京都,立川市,東京都立川市砂川町3-26-1,35.727862,139.399474,1,1,0,1,0,0,0,0,1,1,0,1,自動ドア・ベビーベッド
上砂児童館・上砂第３学童保育所他,132021,東京都,立川市,東京都立川市上砂町1-13-1,35.720758,139.391555,1,1,0,1,0,0,0,0,0,0,1,1,自動ドア
旧若葉小学校,132021,東京都,立川市,東京都立川市若葉町4-24-1,35.7246355,139.4348793,0,0,0,1,0,0,0,0,0,1,0,1,
女性総合センター,132021,東京都,立川市,東京都立川市曙町2-36-2,35.70218,139.41397,1,1,0,0,0,0,0,0,1,1,1,1,
立川競輪場集合棟,132021,東京都,立川市,東京都立川市曙町3-32-5,35.70379,139.42367,1,1,0,0,0,0,0,0,1,1,0,1,
柴崎学習館,132021,東京都,立川市,東京都立川市柴崎町2-15-8,35.69462,139.40811,1,1,0,1,0,0,0,0,1,1,1,1,自動ドア・ベビーベッド・オストメイト設備
若葉会館,132021,東京都,立川市,東京都立川市若葉町3-34-1,35.72019,139.43922,1,1,0,1,0,0,0,0,1,0,0,1,自動ドア・ベビーベッド
グリーンパーク,132039,東京都,武蔵野市,東京都武蔵野市吉祥寺北町５丁目、緑町２・３丁目、八幡町２丁目,35.717704,139.566021,1,0,0,1,0,1,1,1,0,0,0,0,
